"club_name","player_name","age","position","club_involved_name","fee","transfer_movement","transfer_period","fee_cleaned","league_name","year","season","country"
"Al-Wehda FC","Abdulaziz Noor",23,"Midfield","Al-Nahdah FC","?","in","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Amiri Kurdi",30,"Right-Back","Without Club","-","in","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Anselmo",33,"Defensive Midfield","Al-Nassr","End of loanJun 30, 2022","in","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Hussain Al-Eisa",21,"Left Winger","Al-Batin","End of loanJun 30, 2022","in","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Hatem Bilal",27,"Centre-Back","Al-Bukiryah FC","End of loanJun 30, 2021","in","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Mohammed Al-Qarni",32,"Defensive Midfield","Al-Batin","End of loanJun 30, 2022","in","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Abdullah Al-Hafith",29,"Centre-Back","Ittihad Club","End of loanJun 30, 2022","in","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Dimitri Petratos",29,"Attacking Midfield","Western Sydney","End of loanJun 30, 2022","in","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Meshary Al-Qahtani",25,"Central Midfield","Al-Qadsiah FC","free transfer","out","Summer",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Dimitri Petratos",29,"Attacking Midfield","ATK Mohun Bagan","free transfer","out","Summer",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Ahmed Abdu",25,"Centre-Forward","Al-Shabab","free transfer","out","Summer",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Pato",30,"Centre-Forward","Al-Okhdood","free transfer","out","Summer",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Soualio Dabila Ouattara",26,"Centre-Back","Najran SC","free transfer","out","Summer",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Hatem Bilal",28,"Centre-Back","Al-Arabi SC","?","out","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Raghed Najjar",26,"Goalkeeper","Al-Taawoun","?","out","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Sultan Hawsawi",21,"Centre-Forward","Al-Okhdood","loan transfer","out","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Thamer Al-Ali",23,"Left Winger","Al-Ahli","loan transfer","out","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Naif Kireiri",24,"Right-Back","Al-Ahli","loan transfer","out","Summer",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Hilal SFC","Matheus Pereira",26,"Attacking Midfield","Al-Wahda FC","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Ittihad Club","Zakaria Hawsawi",21,"Left-Back","Ohod Club","€870k","in","Winter",0.87,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Ittihad Club","Hazim Al-Zahrani",23,"Left-Back","Khaleej","End of loanDec 31, 2022","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Ittihad Club","Hazim Al-Zahrani",23,"Left-Back","Ohod Club","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Ittihad Club","Saleh Al-Ohaymid",24,"Goalkeeper","Al-Kholood","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Ittihad Club","Ahmed Saleh Bahusayn",21,"Central Midfield","Hajer","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Ittihad Club","Zakaria Hawsawi",21,"Left-Back","Ohod Club","End of loanDec 28, 2022","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Nassr FC","Agustín Rossi",27,"Goalkeeper","Boca Juniors","Loan fee:€1.20m","in","Winter",1.2,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Nassr FC","Nawaf Al-Boushal",23,"Right-Back","Al-Fateh","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Nassr FC","Cristiano Ronaldo",37,"Centre-Forward","Without Club","-","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Nassr FC","Vincent Aboubakar",30,"Centre-Forward","Besiktas","free transfer","out","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Nassr FC","Abdulfattah Asiri",29,"Right Winger","IFK Mariehamn","free transfer","out","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Nassr FC","Abdulaziz Al-Alawi",25,"Left-Back","Al-Adalah","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Nassr FC","Mansour Al-Shammari",22,"Left-Back","Al-Ahli","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Nassr FC","Khalid Al-Ghannam",22,"Left Winger","Al-Fateh","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Shabab FC","Majed Omar Kanabah",30,"Defensive Midfield","Al-Fateh","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Shabab FC","Riad Sharahili",29,"Defensive Midfield","Abha","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Shabab FC","Nasser Al-Omran",25,"Defensive Midfield","Abha","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Damac FC","Ahmad Al-Zain",31,"Right Winger","Khaleej","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Tai FC","Cephas Malele",29,"Centre-Forward","CFR Cluj","End of loanMar 3, 2023","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Tai FC","Mohamed Youla",21,"Right-Back","Örebro Syr.","free transfer","out","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Tai FC","Cephas Malele",29,"Centre-Forward","SH Shenhua","free transfer","out","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Tai FC","Abdulkarim Al-Qahtani",29,"Attacking Midfield","Al-Wehda","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Tai FC","Mohammed Marzouq",21,"Defence","Wej SC","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Raed SFC","Renê Santos",30,"Centre-Back","Marítimo","free transfer","out","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Raed SFC","Abdulmohsen Al-Qahtani",23,"Central Midfield","Without Club","-","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Fateh SC","Cristian Tello",31,"Left Winger","LAFC","free transfer","in","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Fateh SC","Tristan Dingomé",31,"Central Midfield","Troyes","free transfer","in","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Fateh SC","Khalid Al-Ghannam",22,"Left Winger","Al-Nassr","loan transfer","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Fateh SC","Álex Valera",26,"Centre-Forward","Universitario","free transfer","out","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Fateh SC","Majed Omar Kanabah",30,"Defensive Midfield","Al-Shabab","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Fateh SC","Nawaf Al-Boushal",23,"Right-Back","Al-Nassr","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Fateh SC","Abdullah Al-Yousef",25,"Left-Back","Al-Batin","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Fateh SC","Christian Cueva",31,"Attacking Midfield","Alianza Lima","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Abha Club","Driess Saddiki",26,"Defensive Midfield","Umm Salal SC","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Abha Club","Nasser Al-Omran",25,"Defensive Midfield","Al-Shabab","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Abha Club","Abdulrahman Al-Alawi",NA,"Midfield","Abha Club U23","-","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Abha Club","Omar Al-Ruwaili",23,"Centre-Forward","Al-Riyadh SC","free transfer","out","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Abha Club","Riad Sharahili",29,"Defensive Midfield","Al-Shabab","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Ettifaq FC","Abdulrahman Oumar",21,"Right-Back","Al-Ettifaq U23","-","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Ettifaq FC","Majed Al-Najrani",29,"Defensive Midfield","Al-Kholood","free transfer","out","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Ettifaq FC","Fahad Al-Dossari",21,"Left Winger","Al-Kholood","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Taawoun FC","Nawaf Al-Sabhi",32,"Centre-Back","Al-Adalah","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Batin FC","Renzo López",28,"Centre-Forward","Central Córdoba","€4.70m","in","Winter",4.7,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Batin FC","Andrés Roa",29,"Attacking Midfield","Argentinos Jrs.","free transfer","in","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Batin FC","Thibaut Peyre",30,"Centre-Back","KV Mechelen","free transfer","in","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Batin FC","Yahya Al-Qarani",24,"Right Midfield","Ohod Club","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Batin FC","Mudasiru Salifu",25,"Central Midfield","Asante Kotoko","loan transfer","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Batin FC","Abdullah Al-Yousef",25,"Left-Back","Al-Fateh","loan transfer","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Batin FC","André Bukia",27,"Right Winger","Arouca","loan transfer","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Batin FC","Youssef El Jebli",30,"Attacking Midfield","Ohod Club","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Khaleej FC","Pedro Amaral",25,"Left-Back","Rio Ave","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Khaleej FC","Rayan Al-Dossary",18,"Goalkeeper","Unknown","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Khaleej FC","Ahmad Al-Zain",31,"Right Winger","Damac FC","loan transfer","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Khaleej FC","Fábio Martins",29,"Left Winger","Without Club","-","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Khaleej FC","Djamel Eddine Benlamri",33,"Centre-Back","Wydad AC","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Khaleej FC","Brayan Riascos",28,"Centre-Forward","Metalist","End of loanDec 31, 2022","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Khaleej FC","Hazim Al-Zahrani",23,"Left-Back","Ittihad Club","End of loanDec 31, 2022","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Pedro Eugénio",32,"Right Winger","FC Astana","free transfer","in","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Marcus Antonsson",31,"Centre-Forward","Värnamo","free transfer","in","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Abdulaziz Al-Alawi",25,"Left-Back","Al-Nassr","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Nawaf Al-Sabhi",32,"Centre-Back","Al-Taawoun","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","David Tijanic",25,"Attacking Midfield","Göztepe","loan transfer","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Boris Godal",35,"Centre-Back","Podbrezova","loan transfer","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","AlBara'a Baazeem",31,"Second Striker","Jeddah FC","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Mikael Dyrestam",31,"Centre-Back","Najran SC","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Ánderson Plata",32,"Right Winger","Al-Jabalain","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Nasser Al-Abdali",30,"Left Midfield","Al-Arabi SC","?","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Martin Angha",28,"Centre-Back","Without Club","-","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Lautaro Palacios",27,"Centre-Forward","Audax Italiano","End of loanFeb 3, 2023","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Adalah FC","Abdullah Hadhereti",30,"Centre-Forward","Al-Kholood","","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Wadhah Al-Otaibi",19,"Right Winger","Unknown","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Abdulkarim Al-Qahtani",29,"Attacking Midfield","Al-Tai","?","in","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Luisinho",31,"Left Winger","Retrô","free transfer","out","Winter",0,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Wehda FC","Mubarak Al-Sagoor",28,"Right Winger","Al-Okhdood","loan transfer","out","Winter",NA,"Saudi Professional League",2022,"2022/2023","Saudi Arabia"
"Al-Ahli SFC","Riyad Mahrez",32,"Right Winger","Man City","€35.00m","in","Summer",35,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Roger Ibañez",24,"Centre-Back","AS Roma","€30.00m","in","Summer",30,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Allan Saint-Maximin",26,"Left Winger","Newcastle","€27.20m","in","Summer",27.2,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Edouard Mendy",31,"Goalkeeper","Chelsea","€18.50m","in","Summer",18.5,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Franck Kessié",26,"Central Midfield","Barcelona","€12.50m","in","Summer",12.5,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Roberto Firmino",31,"Centre-Forward","Liverpool","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Bassam Al-Hurayji",23,"Right-Back","Al-Batin","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Abdullah Otayf",30,"Defensive Midfield","Al-Hilal","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Sumaihan Al-Nabit",27,"Left Winger","Al-Taawoun","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Fahad Al-Rashidi",26,"Right Winger","Al-Taawoun","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Alassane Ndao",26,"Right Winger","Antalyaspor","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Omar Al-Somah",34,"Centre-Forward","Al-Arabi SC","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Ezgjan Alioski",31,"Left-Back","Fenerbahce","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Nicolás Milesi",30,"Central Midfield","Plaza Colonia","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Alassane Ndao",26,"Right Winger","Istanbulspor","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Omar Al-Somah",34,"Centre-Forward","Al-Arabi SC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Hicham Faik",31,"Defensive Midfield","Al-Bukiryah FC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Talal Al-Absi",30,"Centre-Back","Al-Hazem","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Marcão",29,"Centre-Forward","WH Three Towns","loan transfer","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Naif Kireiri",25,"Right-Back","Al-Wehda","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Salman Al-Muwashar",34,"Left Winger","Without Club","-","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Yasser Al-Mosailem",39,"Goalkeeper","Retired","-","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Bastos",32,"Centre-Back","Without Club","-","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Mansour Al-Shammari",22,"Left-Back","Al-Nassr","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Ahli SFC","Thamer Al-Ali",24,"Left Winger","Al-Wehda","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Faïz Selemani",29,"Left Winger","KV Kortrijk","€1.50m","in","Summer",1.5,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Ammar Al-Najjar",26,"Right Winger","Damac FC","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Talal Al-Absi",30,"Centre-Back","Al-Ahli","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Mohamed Al-Thani",26,"Right Winger","Ohod Club","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Aymen Dahmen",26,"Goalkeeper","CS Sfaxien","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Tozé",30,"Attacking Midfield","Al-Nasr SC","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Yazeed Al-Bakr",27,"Right-Back","Al-Taawoun","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Turki Al-Mutairi",22,"Centre-Forward","Al-Hilal","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Yousef Al-Shammari",25,"Centre-Forward","Al-Batin","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Sultan Tanker",24,"Centre-Back","Jeddah FC","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Majed Al-Ghamdi",25,"Goalkeeper","Ohod Club","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Nawaf Al-Habashi",25,"Attacking Midfield","Al-Riyadh","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Khalil Al-Absi",22,"Left Winger","Al-Nassr","loan transfer","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Bruno Viana",28,"Centre-Back","Coritiba FC","loan transfer","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Vina",32,"Attacking Midfield","Ceará SC","loan transfer","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Naoufel Zerhouni",27,"Right Winger","Raja Casablanca","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Ola John",31,"Left Winger","Al-Arabi SC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Abdulrahman Al-Dhaferi",25,"Defensive Midfield","Al-Arabi SC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Naoufel Zerhouni",27,"Right Winger","Raja Casablanca","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Suleiman Al-Saeed",26,"Centre-Forward","Al-Jabalain","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Khaled Al-Barakah",32,"Left-Back","Al-Najma SC","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Sultan Faqihi",28,"Right-Back","Damac FC","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Abdulhadi Al-Harajin",28,"Attacking Midfield","Al-Riyadh","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Youssef Obama",28,"Attacking Midfield","Zamalek","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Bruno Viana",29,"Centre-Back","Coritiba FC","End of loanJun 30, 2024","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hazem SC","Francis Cann",25,"Left Winger","Vizela","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Andrei Burca",30,"Centre-Back","CFR Cluj","€1.00m","in","Summer",1,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Ahmed Mostafa",25,"Central Midfield","Smouha","Loan fee:€92k","in","Summer",0.092,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Florin Tanase",28,"Attacking Midfield","Al-Jazira","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Solomon Kvirkvelia",31,"Centre-Back","Neftchi Baku","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Paulo Vítor",34,"Goalkeeper","Chaves","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Awadh Faraj",34,"Central Midfield","Al-Raed","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Hussein Shae'an",34,"Goalkeeper","Al-Shabab","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Abdulrahman Al-Rio",29,"Left-Back","Al-Faisaly FC","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Juan Sebastián Pedroza",24,"Defensive Midfield","Indep. Santa Fe","loan transfer","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Álex Collado",24,"Right Winger","Real Betis","loan transfer","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Hamad Al-Mansour",30,"Right-Back","Al-Nassr","loan transfer","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Hussein Al-Msobei",27,"Centre-Back","Al-Adalah","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Ahmed Al-Muwallad",31,"Centre-Back","Al-Arabi SC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Kaká Mendes",30,"Attacking Midfield","Al-Safa","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Borhane Hakimi",28,"Right Winger","Al-Safa","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Maicon Douglas",30,"Defensive Midfield","Al-Safa","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Mohammed Reman",26,"Left-Back","Al-Najma SC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Vladimir Stojković",26,"Goalkeeper","Al-Faisaly FC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Reinaldo",34,"Centre-Back","Al-Safa","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Pato",31,"Centre-Forward","Al-Najma SC","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Sultan Hawsawi",22,"Centre-Forward","Al-Wehda","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Okhdood Club","Mubarak Al-Sagoor",29,"Right Winger","Al-Wehda","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
